event_id,event_date,tw_event_trade_date,decision_type,rate_change_bp,policy_tone,index_name,window,return_rate,benchmark_return,excess_return,event_source,price_source,benchmark_source
E20220504,2022-05-04,2022-05-05,hike,50,tightening,Shipping,5,-0.03354305230990462,-0.03377917073880399,0.00023611842889936785,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220505&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501
E20220504,2022-05-04,2022-05-05,hike,50,tightening,Shipping,10,-0.07686500089879555,-0.016236433670996364,-0.06062856722779919,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220505&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501
E20220504,2022-05-04,2022-05-05,hike,50,tightening,TAIEX,1,0.00786498473061692,0.00786498473061692,0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501
E20220504,2022-05-04,2022-05-05,hike,50,tightening,TAIEX,3,-0.031203386730396354,-0.031203386730396354,0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501
E20220504,2022-05-04,2022-05-05,hike,50,tightening,TAIEX,5,-0.03377917073880399,-0.03377917073880399,0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501
E20220504,2022-05-04,2022-05-05,hike,50,tightening,TAIEX,10,-0.016236433670996364,-0.016236433670996364,0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220504a.htm,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220501
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Construction,1,-0.016022749022503002,-0.010040470647061595,-0.005982278375441408,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Construction,3,-0.04555273015612615,-0.039481225682453824,-0.006071504473672329,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Construction,5,-0.040220928006999834,-0.04072065878088038,0.0004997307738805468,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
E20220615,2022-06-15,2022-06-16,hike,75,tightening,Construction,10,-0.02761600087496241,-0.047447224088629225,0.019831223213666815,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220615a.htm,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220616&type=IND,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
