date,index_name,close,source
2022-06-17,TAIEX,15641.26,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-20,Construction,349.07,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220620&type=IND
2022-06-20,Electronics,707.17,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220620&type=IND
2022-06-20,Financials,1596.15,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220620&type=IND
2022-06-20,Shipping,219.32,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220620&type=IND
2022-06-20,TAIEX,15367.58,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-21,Construction,357.16,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220621&type=IND
2022-06-21,Electronics,722.89,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220621&type=IND
2022-06-21,Financials,1650.42,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220621&type=IND
2022-06-21,Shipping,223.58,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220621&type=IND
2022-06-21,TAIEX,15728.64,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-22,Construction,351.02,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220622&type=IND
2022-06-22,Electronics,702.62,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220622&type=IND
2022-06-22,Financials,1627.95,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220622&type=IND
2022-06-22,Shipping,212.22,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220622&type=IND
2022-06-22,TAIEX,15347.75,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-23,Construction,351.53,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220623&type=IND
2022-06-23,Electronics,690.74,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220623&type=IND
2022-06-23,Financials,1631.37,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220623&type=IND
2022-06-23,Shipping,201.64,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220623&type=IND
2022-06-23,TAIEX,15176.44,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-24,Construction,356.87,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220624&type=IND
2022-06-24,Electronics,693.98,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220624&type=IND
2022-06-24,Financials,1648.28,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220624&type=IND
2022-06-24,Shipping,206.64,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220624&type=IND
2022-06-24,TAIEX,15303.32,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-27,Construction,359.75,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220627&type=IND
2022-06-27,Electronics,708.39,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220627&type=IND
2022-06-27,Financials,1648.57,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220627&type=IND
2022-06-27,Shipping,213.37,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220627&type=IND
2022-06-27,TAIEX,15548.01,https://www.twse.com.tw/indicesReport/MI_5MINS_HIST?response=json&date=20220601
2022-06-28,Construction,357.39,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220628&type=IND
2022-06-28,Electronics,703.18,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220628&type=IND
2022-06-28,Financials,1636.74,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20220628&type=IND
